"","policy_number","claim_ultimate","claim_number"
"10615","C1AE00115001",120615.276485354,"CR0084285889"
"10616","C1AE00115001",34782.2732024502,"CR0016919485"
"10617","C1AE00115001",87517.9086566939,"CR0098347152"
"10618","C1AE00115001",33744.8917550112,"CR0088411231"
"10619","C1AE00929599",50964.0630845411,"CR0060861519"
"10620","C1AE00302561",21167.5331866793,"CR0045299836"
"10621","C1AE00625186",88413.6146681027,"CR0057956334"
"10622","C1AE00625186",52705.0517318696,"CR0068931620"
"10623","C1AE00625186",73585.057747645,"CR0010805214"
"10624","C1AE00625186",375201.763369809,"CR0046771258"
"10625","C1AE00140557",51108.5109321161,"CR0023500082"
"10626","C1AE00078151",4077.06232555134,"CR0090870005"
"10627","C1AE00078151",33607.8550335507,"CR0015944181"
"10628","C1AE00078151",126827.929272174,"CR0040621982"
"10629","C1AE00078151",74439.1172029462,"CR0022065548"
"10630","C1AE00078151",48182.9249449658,"CR0045666230"
"10631","C1AE00078151",153171.074799222,"CR0058856867"
"10632","C1AE00403658",49974.6949970237,"CR0076778013"
"10633","C1AE00938840",117467.824921316,"CR0049222716"
"10634","C1AE00268741",71606.6217496584,"CR0077276923"
"10635","C1AE00644623",150632.959759901,"CR0082339990"
"10636","C1AE00379523",30485.113736692,"CR0052656227"
"10637","C1AE00874922",171594.391354905,"CR0015834224"
"10638","C1AE00874922",94016.3077685461,"CR0037051279"
"10639","C1AE00341570",40561.5877940811,"CR0089408011"
"10640","C1AE00459434",125011.652494157,"CR0007728288"
"10641","C1AE00459434",115801.753444986,"CR0076185767"
"10642","C1AE00459434",127984.599379292,"CR0052997848"
"10643","C1AE00816122",75308.2791377386,"CR0002236890"
"10644","C1AE00324805",151180.911466578,"CR0087838940"
"10645","C1AE00599979",23868.5978801332,"CR0015833748"
"10646","C1AE00432048",100545.613530892,"CR0002568653"
"10647","C1AE00518445",65381.7522553299,"CR0039603471"
"10648","C1AE00518445",89366.260216374,"CR0036565082"
"10649","C1AE00231097",15452.0876933191,"CR0098725104"
"10650","C1AE00231097",48105.4307496195,"CR0043824193"
"10651","C1AE00107576",29862.7054515308,"CR0095786371"
"10652","C1AE00991254",26057.7028002787,"CR0055056863"
"10653","C1AE00991254",11279.5300279484,"CR0066222074"
"10654","C1AE00144109",63822.1901001313,"CR0095073471"
"10655","C1AE00144109",64858.887837375,"CR0013875171"
"10656","C1AE00144109",23841.4824767159,"CR0039299009"
"10657","C1AE00316029",8726.51187818037,"CR0045277790"
"10658","C1AE00302004",27227.3928939246,"CR0014317203"
"10659","C1AE00302004",27901.724182527,"CR0058729983"
"10660","C1AE00302004",78525.8447193108,"CR0082441725"
"10661","C1AE00024124",14718.1455757066,"CR0038135884"
"10662","C1AE00024124",152806.15976786,"CR0006879942"
"10663","C1AE00226071",25675.5260572724,"CR0089798861"
"10664","C1AE00287740",34569.1422610802,"CR0035521878"
"10665","C1AE00287740",988299.553628773,"CR0090751677"
"10666","C1AE00287740",94827.7218695422,"CR0018741965"
"10667","C1AE00287740",11219.149821202,"CR0078653439"
"10668","C1AE00287740",8627.30562824302,"CR0055428252"
"10669","C1AE00830786",50453.3013397215,"CR0080437559"
"10670","C1AE00811196",59377.2040121983,"CR0032422525"
"10671","C1AE00811196",24543.095591518,"CR0029766334"
"10672","C1AE00608274",66017.1538318599,"CR0011556926"
"10673","C1AE00608274",60066.9501591607,"CR0026972619"
"10674","C1AE00608274",255775.864826882,"CR0020655963"
"10675","C1AE00608274",114967.283554732,"CR0088611657"
"10676","C1AE00602352",89239.7117362883,"CR0076612153"
"10677","C1AE00155995",53790.9968711825,"CR0009633561"
"10678","C1AE00155995",35569.1795567707,"CR0027935093"
"10679","C1AE00843980",52888.731787903,"CR0008862860"
"10680","C1AE00843980",162642.614054752,"CR0093780420"
"10681","C1AE00843980",13811.6377375784,"CR0034324491"
"10682","C1AE00843980",56730.852591953,"CR0016603066"
"10683","C1AE00843980",112854.216187839,"CR0005692703"
"10684","C1AE00933433",62498.8134043149,"CR0069132713"
"10685","C1AE00933433",72418.6118367959,"CR0011729865"
"10686","C1AE00689072",14002.1032738209,"CR0045990384"
"10687","C1AE00689072",120768.516655277,"CR0022656255"
"10688","C1AE00689072",103356.314577756,"CR0026981513"
"10689","C1AE00172417",507378.364670902,"CR0014810224"
"10690","C1AE00726754",36115.5483727706,"CR0023614514"
"10691","C1AE00338402",118309.424929329,"CR0067561849"
"10692","C1AE00035096",10902.1978331284,"CR0042355365"
"10693","C1AE00341804",247373.313726902,"CR0036206818"
"10694","C1AE00341804",147497.715385393,"CR0004678256"
"10695","C1AE00948353",68616.1440748995,"CR0068999507"
"10696","C1AE00948353",16078.9042105878,"CR0008702411"
"10697","C1AE00948353",110012.090425008,"CR0092307944"
"10698","C1AE00232467",45093.2136800511,"CR0037914891"
"10699","C1AE00447845",8281.38088079882,"CR0007974302"
"10700","C1AE00169442",24969.2595432199,"CR0020324235"
"10701","C1AE00169442",25067.587913281,"CR0051195643"
"10702","C1AE00037077",18933.0158394047,"CR0051176881"
"10703","C1AE00828471",274586.070169769,"CR0093615746"
"10704","C1AE00480397",211304.156372705,"CR0072626411"
"10705","C1AE00947987",41135.507127338,"CR0048848230"
"10706","C1AE00906242",28439.4633065144,"CR0006108647"
"10707","C1AE00756543",25855.6043059837,"CR0061561802"
"10708","C1AE00864446",19722.8768128326,"CR0003392151"
"10709","C1AE00606804",8518.11814434732,"CR0083787643"
"10710","C1AE00198572",125239.344223536,"CR0032364915"
"10711","C1AE00893569",25297.6934830074,"CR0028048460"
"10712","C1AE00893569",765633.879049635,"CR0066706929"
"10713","C1AE00893569",58905.9445340866,"CR0032804975"
"10714","C1AE00893569",176577.109340074,"CR0014443750"
"10715","C1AE00230474",103872.344252939,"CR0046913170"
"10716","C1AE00230474",23195.8293599987,"CR0078453640"
"10717","C1AE00230474",57359.3660492944,"CR0092006899"
"10718","C1AE00055406",60983.2813205636,"CR0069926985"
"10719","C1AE00055406",37681.694031827,"CR0013297539"
"10720","C1AE00994270",17124.6686399516,"CR0090670955"
"10721","C1AE00301107",48993.6552161083,"CR0000440975"
"10722","C1AE00164759",19747.4267796018,"CR0040627679"
"10723","C1AE00459539",52400.081848895,"CR0000633619"
"10724","C1AE00184242",22189.6279136362,"CR0088014688"
"10725","C1AE00484894",18783.2473986467,"CR0002448571"
"10726","C1AE00484894",98808.1340284518,"CR0088556655"
"10727","C1AE00484894",18232.5316025123,"CR0071265783"
"10728","C1AE00484894",211241.670765492,"CR0076091372"
"10729","C1AE00484894",22857.3207265932,"CR0044748133"
"10730","C1AE00484894",167837.077220853,"CR0056808186"
"10731","C1AE00484894",54274.8437029238,"CR0018674059"
"10732","C1AE00489789",43422.0531971833,"CR0046582910"
"10733","C1AE00655540",68019.7540455495,"CR0089072547"
"10734","C1AE00293592",55396.6216195319,"CR0070914687"
"10735","C1AE00293592",25555.5137124308,"CR0007274629"
"10736","C1AE00988352",98538.7865837031,"CR0052688201"
"10737","C1AE00988352",71471.0114882112,"CR0029496388"
"10738","C1AE00988352",23151.4427926386,"CR0000066092"
"10739","C1AE00511630",5367.56349265768,"CR0036260621"
"10740","C1AE00810318",197241.692489687,"CR0069164685"
"10741","C1AE00810318",128587.055766363,"CR0073497231"
"10742","C1AE00810318",72081.3570258343,"CR0070229068"
"10743","C1AE00924892",94492.3864108711,"CR0058462616"
"10744","C1AE00656343",65004.0996544112,"CR0040085738"
"10745","C1AE00116308",36607.5900343264,"CR0075589715"
"10746","C1AE00981667",8204.84337515906,"CR0085701924"
"10747","C1AE00981667",18193.540090955,"CR0074400346"
"10748","C1AE00981667",160493.863521763,"CR0047112927"
"10749","C1AE00466124",23441.7483018886,"CR0038752466"
"10750","C1AE00466124",14049.8686571131,"CR0034926613"
"10751","C1AE00120847",30942.2149965818,"CR0050857016"
"10752","C1AE00429066",62063.5756035047,"CR0077683593"
"10753","C1AE00429066",58832.234077781,"CR0023985327"
"10754","C1AE00800111",51808.1696037776,"CR0026870111"
"10755","C1AE00800111",12211.7197184969,"CR0003270319"
"10756","C1AE00581929",17933.2382256351,"CR0038904376"
"10757","C1AE00731436",125437.785122608,"CR0029383479"
"10758","C1AE00195400",36972.0303013245,"CR0033792630"
"10759","C1AE00555987",201665.226977025,"CR0061453090"
"10760","C1AE00843626",120657.402879674,"CR0061829894"
"10761","C1AE00843626",54941.5746190239,"CR0052180468"
"10762","C1AE00843626",49186.3845763404,"CR0015793592"
"10763","C1AE00843626",29547.6540148512,"CR0014078223"
"10764","C1AE00124319",45720.9655146365,"CR0056298005"
"10765","C1AE00240743",46499.2922061847,"CR0039158982"
"10766","C1AE00240743",59860.9359343826,"CR0019891139"
"10767","C1AE00489628",7258.33716447498,"CR0073511260"
"10768","C1AE00127255",54636.0905866778,"CR0099748075"
"10769","C1AE00441293",27863.9153133479,"CR0037908669"
"10770","C1AE00441293",17388.0243385757,"CR0068884140"
"10771","C1AE00493723",165272.74297365,"CR0072333964"
"10772","C1AE00493723",178340.170497232,"CR0046380150"
"10773","C1AE00187954",32941.0585587313,"CR0038711172"
"10774","C1AE00187954",85103.4750626538,"CR0077960904"
"10775","C1AE00187954",80055.4482342642,"CR0076456081"
"10776","C1AE00603166",35029.3553444315,"CR0014297311"
"10777","C1AE00315446",34313.6553780804,"CR0060758145"
"10778","C1AE00420906",144217.525627597,"CR0015631503"
"10779","C1AE00162493",19013.5114889861,"CR0048511125"
"10780","C1AE00162493",127147.730345348,"CR0018884606"
"10781","C1AE00162493",339674.068275727,"CR0043377399"
"10782","C1AE00162493",54312.5077982676,"CR0057088927"
"10783","C1AE00495309",95484.606790676,"CR0053180323"
"10784","C1AE00044022",61388.6615202841,"CR0056117729"
"10785","C1AE00205423",514706.595200403,"CR0067848150"
"10786","C1AE00586665",87584.6639564175,"CR0039149486"
"10787","C1AE00431365",13172.8003809775,"CR0081568668"
"10788","C1AE00027940",84868.6920935307,"CR0042056988"
"10789","C1AE00935292",101570.764307463,"CR0030701887"
"10790","C1AE00935292",48110.9536359657,"CR0059451826"
"10791","C1AE00935292",284001.817330693,"CR0020228310"
"10792","C1AE00935292",11682.4109585085,"CR0071266007"
"10793","C1AE00935292",35185.6645591918,"CR0051864498"
"10794","C1AE00935292",166930.904261589,"CR0093861838"
"10795","C1AE00935292",112277.612833257,"CR0088387743"
"10796","C1AE00790469",426242.347720225,"CR0071081886"
"10797","C1AE00513276",27430.7825618123,"CR0008406385"
"10798","C1AE00687908",22582.6340800348,"CR0020878462"
"10799","C1AE00301106",150977.173963037,"CR0040255391"
"10800","C1AE00301106",36703.0250161139,"CR0001076214"
"10801","C1AE00022341",25502.4539313573,"CR0082491382"
"10802","C1AE00402225",56300.1025009211,"CR0086862755"
"10803","C1AE00150237",48101.9748537726,"CR0005353393"
"10804","C1AE00150237",246014.975901354,"CR0045916741"
"10805","C1AE00701792",77895.5030810739,"CR0059709145"
"10806","C1AE00074274",196519.083385898,"CR0031834957"
"10807","C1AE00963300",135198.119928942,"CR0006244975"
"10808","C1AE00624436",125185.548404796,"CR0041835492"
"10809","C1AE00909049",57700.2625175994,"CR0095288807"
"10810","C1AE00909049",32984.2386194795,"CR0093527025"
"10811","C1AE00704101",101462.457123008,"CR0008854740"
"10812","C1AE00704101",30391.7083708586,"CR0043380517"
"10813","C1AE00704101",20952.7976050291,"CR0070204944"
"10814","C1AE00704101",33740.7786789231,"CR0085469635"
"10815","C1AE00704101",51836.2749882322,"CR0004334618"
"10816","C1AE00704101",61909.0144164854,"CR0020816963"
"10817","C1AE00994211",158942.171959713,"CR0070899672"
"10818","C1AE00389441",21995.0365183713,"CR0058061469"
"10819","C1AE00487186",31558.6823191965,"CR0008339388"
"10820","C1AE00485144",81526.1876491938,"CR0081382661"
"10821","C1AE00719028",87226.5896712061,"CR0037752933"
"10822","C1AE00907205",50397.2434192209,"CR0088415319"
"10823","C1AE00907205",18234.0880857774,"CR0063600806"
"10824","C1AE00634688",140178.941704778,"CR0031896429"
"10825","C1AE00634688",45481.2556612239,"CR0043271963"
"10826","C1AE00634688",31444.8925491555,"CR0078857288"
"10827","C1AE00829443",38131.0273860582,"CR0000252085"
"10828","C1AE00829443",34958.0538390901,"CR0024778804"
"10829","C1AE00780971",163977.568299652,"CR0072234709"
"10830","C1AE00848398",105298.336248717,"CR0095615796"
"10831","C1AE00959161",91628.7033242358,"CR0090658866"
"10832","C1AE00458938",28266.3769264217,"CR0076880312"
"10833","C1AE00600139",184892.846639215,"CR0080219567"
"10834","C1AE00600139",132638.963084901,"CR0097545474"
"10835","C1AE00600139",86811.4334130065,"CR0034067447"
"10836","C1AE00600139",89330.7162726284,"CR0004655166"
"10837","C1AE00600139",34420.4481482808,"CR0070379075"
"10838","C1AE00583166",276610.611977626,"CR0004553702"
"10839","C1AE00075701",82315.9417051231,"CR0066181950"
"10840","C1AE00254682",27598.5583950757,"CR0045325813"
"10841","C1AE00254682",22354.7729100344,"CR0087938227"
"10842","C1AE00254682",32422.1911905504,"CR0017168286"
"10843","C1AE00835980",4273.28692513695,"CR0071542089"
"10844","C1AE00835980",162140.146679694,"CR0095743613"
"10845","C1AE00835980",86206.3958373354,"CR0057405400"
"10846","C1AE00835980",45563.5849617684,"CR0095024802"
"10847","C1AE00835980",17017.7181358819,"CR0010898054"
"10848","C1AE00835980",48582.0906610119,"CR0015314373"
"10849","C1AE00835980",8192.50638113521,"CR0088509324"
"10850","C1AE00835980",17840.6565250452,"CR0003273524"
"10851","C1AE00835980",13657.2428531047,"CR0046149269"
"10852","C1AE00835980",70334.1848000613,"CR0066049240"
"10853","C1AE00835980",40404.9809877285,"CR0013512083"
"10854","C1AE00835980",61422.0741545632,"CR0077785272"
"10855","C1AE00635916",71719.1458887688,"CR0094171381"
"10856","C1AE00454772",26395.6618274966,"CR0006867365"
"10857","C1AE00926291",90937.7431332147,"CR0093894869"
"10858","C1AE00105533",235050.543777737,"CR0052133702"
"10859","C1AE00898796",36564.3998439173,"CR0080338897"
"10860","C1AE00397246",13962.4260142832,"CR0076938374"
"10861","C1AE00397246",46096.1827792784,"CR0082216768"
"10862","C1AE00397246",88007.9890358005,"CR0052094321"
"10863","C1AE00397246",114913.337268883,"CR0076690406"
"10864","C1AE00397246",14529.015047232,"CR0051559485"
"10865","C1AE00714168",63533.1577195472,"CR0076228514"
"10866","C1AE00345947",5843.72401544966,"CR0073658024"
"10867","C1AE00345947",94361.581732928,"CR0046390005"
"10868","C1AE00345947",41839.1136119863,"CR0037541315"
"10869","C1AE00345947",112153.789721785,"CR0094830791"
"10870","C1AE00345947",35027.2201197728,"CR0055374786"
"10871","C1AE00345947",33060.2724805568,"CR0042354527"
"10872","C1AE00345947",27905.9337996861,"CR0084035319"
"10873","C1AE00131822",246107.0467988,"CR0027245640"
"10874","C1AE00861361",18258.0161062749,"CR0077879757"
"10875","C1AE00987006",194780.257405708,"CR0071059307"
"10876","C1AE00559854",88457.3113380651,"CR0010225954"
"10877","C1AE00018712",37507.7428102721,"CR0071574581"
"10878","C1AE00314142",127499.06363044,"CR0026622282"
"10879","C1AE00314142",28418.2372487238,"CR0025340169"
"10880","C1AE00375489",29765.1111214986,"CR0042211176"
"10881","C1AE00375489",116394.784366122,"CR0040046979"
"10882","C1AE00781321",171574.121107521,"CR0091043165"
"10883","C1AE00781321",48427.9568993006,"CR0026585398"
"10884","C1AE00781321",11682.350291273,"CR0047673157"
"10885","C1AE00781321",111530.849179256,"CR0016912979"
"10886","C1AE00781321",120367.62512772,"CR0073298534"
"10887","C1AE00781321",19783.3844736445,"CR0087616523"
"10888","C1AE00781321",78633.2883431202,"CR0009139599"
"10889","C1AE00781321",6751.54833971703,"CR0019594544"
"10890","C1AE00784010",22706.3033877508,"CR0086926570"
"10891","C1AE00803042",33933.0549528053,"CR0023105874"
"10892","C1AE00599867",46047.5159945898,"CR0091578249"
"10893","C1AE00599867",197353.847743568,"CR0039495103"
"10894","C1AE00599867",56576.8532963408,"CR0067927665"
"10895","C1AE00069468",11181.2621554764,"CR0013084627"
"10896","C1AE00654480",5258.037849849,"CR0083579063"
"10897","C1AE00180370",144566.246623592,"CR0067497269"
"10898","C1AE00852277",28119.8821297985,"CR0022030788"
"10899","C1AE00523065",96050.6894924319,"CR0035495290"
"10900","C1AE00922810",23546.0700802078,"CR0026393552"
"10901","C1AE00541427",75825.8904642648,"CR0072843778"
"10902","C1AE00867887",34725.3086119646,"CR0054115035"
"10903","C1AE00031068",277843.926520051,"CR0032651287"
"10904","C1AE00045109",73966.5532603439,"CR0076183230"
"10905","C1AE00045109",11815.1686548793,"CR0007624631"
"10906","C1AE00062287",8570.37717229427,"CR0058067464"
"10907","C1AE00296666",3760.47193106894,"CR0085603447"
"10908","C1AE00504189",26802.9823208283,"CR0047962122"
"10909","C1AE00504189",71860.1608931695,"CR0092552127"
"10910","C1AE00504189",78415.3730148399,"CR0057027643"
"10911","C1AE00168090",12337.7603976071,"CR0020297569"
"10912","C1AE00826918",11850.3825617575,"CR0043029780"
"10913","C1AE00581215",231149.081815893,"CR0055128401"
"10914","C1AE00581215",151862.319845538,"CR0028905223"
"10915","C1AE00343775",64946.5437399892,"CR0022813044"
"10916","C1AE00759226",28980.5061026493,"CR0015511901"
"10917","C1AE00526963",56590.1044535646,"CR0066829235"
"10918","C1AE00526963",57230.8606221448,"CR0054168162"
"10919","C1AE00526963",28184.3593602562,"CR0098035478"
"10920","C1AE00880964",23318.0084879668,"CR0022810000"
"10921","C1AE00880964",32824.6679181897,"CR0048656413"
"10922","C1AE00438187",116211.737387184,"CR0034525524"
"10923","C1AE00884663",9582.99311289173,"CR0060073826"
"10924","C1AE00884663",122900.499792347,"CR0082523320"
"10925","C1AE00884663",31669.1420034928,"CR0047982859"
"10926","C1AE00175860",102492.528145007,"CR0052995759"
"10927","C1AE00175860",36672.8248727372,"CR0038311771"
"10928","C1AE00480008",44928.8080303627,"CR0054184584"
"10929","C1AE00480008",129538.703721708,"CR0032951276"
"10930","C1AE00993322",427468.136294437,"CR0030418445"
"10931","C1AE00534450",27296.095557082,"CR0052136604"
"10932","C1AE00195235",47552.5326311832,"CR0035233092"
"10933","C1AE00195235",51831.1375622625,"CR0093157938"
"10934","C1AE00195235",86687.919361314,"CR0079636108"
"10935","C1AE00195235",78112.9720717931,"CR0030776815"
"10936","C1AE00608868",209826.685367515,"CR0013972374"
"10937","C1AE00745789",23559.8874221261,"CR0092118914"
"10938","C1AE00783795",253633.511587863,"CR0009454177"
"10939","C1AE00210535",34646.618664586,"CR0072133507"
"10940","C1AE00962854",467539.270143632,"CR0016617093"
"10941","C1AE00962854",8884.04701457548,"CR0069998236"
"10942","C1AE00763413",139718.69200196,"CR0018570926"
"10943","C1AE00763413",15292.0272209197,"CR0076502633"
"10944","C1AE00358370",191447.651643028,"CR0004699512"
"10945","C1AE00302621",13202.6755804373,"CR0072847269"
"10946","C1AE00610936",30631.7431614596,"CR0020257752"
"10947","C1AE00610936",24550.249090542,"CR0082394262"
"10948","C1AE00610936",70186.7571236064,"CR0003634923"
"10949","C1AE00610936",198318.077069387,"CR0082307978"
"10950","C1AE00610936",736716.111623668,"CR0023005339"
"10951","C1AE00610936",23931.1732840201,"CR0060032566"
"10952","C1AE00610936",67581.0485317517,"CR0016433193"
"10953","C1AE00327381",191400.046865901,"CR0022160453"
"10954","C1AE00327381",31927.6376253127,"CR0033524672"
"10955","C1AE00935999",59805.2432795812,"CR0034702444"
"10956","C1AE00935999",282063.788987179,"CR0035574552"
"10957","C1AE00970691",51912.6605324495,"CR0077603625"
"10958","C1AE00492199",134492.170213601,"CR0060764676"
"10959","C1AE00492199",97591.665589848,"CR0023743016"
"10960","C1AE00073714",213814.302685034,"CR0042103751"
"10961","C1AE00073714",41769.1060737705,"CR0085347827"
"10962","C1AE00073714",9841.50714689002,"CR0058031989"
"10963","C1AE00015622",267960.424144245,"CR0027827446"
"10964","C1AE00162201",111883.820647681,"CR0049469106"
"10965","C1AE00162201",17437.0766023307,"CR0057195144"
"10966","C1AE00683553",147808.552680127,"CR0099505528"
"10967","C1AE00660117",22915.7103235785,"CR0067052065"
"10968","C1AE00282442",79558.1028860725,"CR0013907533"
"10969","C1AE00697753",25171.221303127,"CR0024955371"
"10970","C1AE00028299",22921.8296024008,"CR0052738742"
"10971","C1AE00594172",144316.811540627,"CR0016914186"
"10972","C1AE00594172",16672.9004214735,"CR0056837139"
"10973","C1AE00850316",15085.1622414916,"CR0016950961"
"10974","C1AE00277195",172520.634784933,"CR0045490335"
"10975","C1AE00828856",11862.6890939771,"CR0073698664"
"10976","C1AE00318491",33835.7099927637,"CR0047370462"
"10977","C1AE00364035",25010.2927171138,"CR0079259883"
"10978","C1AE00364035",56626.9136034287,"CR0098054245"
"10979","C1AE00364035",89524.137735282,"CR0084729646"
"10980","C1AE00364035",43626.0268186276,"CR0095772931"
"10981","C1AE00364035",28930.4695829313,"CR0021511606"
"10982","C1AE00364035",32586.1002837983,"CR0028718137"
"10983","C1AE00663092",43072.5918613298,"CR0089419603"
"10984","C1AE00988039",28283.7323923105,"CR0014401163"
"10985","C1AE00988039",147692.95453101,"CR0092433677"
"10986","C1AE00988039",133745.04005599,"CR0045760326"
"10987","C1AE00988039",120437.538990609,"CR0029002295"
"10988","C1AE00213525",55625.6944853512,"CR0044561042"
"10989","C1AE00213525",28397.7723281283,"CR0081168105"
"10990","C1AE00493132",357839.471250838,"CR0054323857"
"10991","C1AE00493132",40109.5960332473,"CR0072423855"
"10992","C1AE00493132",10165.1420812084,"CR0055246343"
"10993","C1AE00055484",104253.992567662,"CR0090418243"
"10994","C1AE00055484",96864.5927497953,"CR0095984114"
"10995","C1AE00870109",114375.289727458,"CR0013227677"
"10996","C1AE00503632",122548.345653791,"CR0072105483"
"10997","C1AE00503632",50830.23121705,"CR0008125549"
"10998","C1AE00503632",18838.9767957076,"CR0010988555"
"10999","C1AE00309448",11030.4847764862,"CR0014518313"
"11000","C1AE00309448",24564.4621536953,"CR0053382963"
"11001","C1AE00056677",135447.160288647,"CR0047394886"
"11002","C1AE00617765",16630.7866185818,"CR0028162290"
"11003","C1AE00948993",266950.491702524,"CR0089977213"
"11004","C1AE00466179",105441.718277832,"CR0024233944"
"11005","C1AE00466179",98311.2982564599,"CR0084614721"
"11006","C1AE00876883",10666.9305024948,"CR0001763427"
"11007","C1AE00114567",24761.0176728773,"CR0069813321"
"11008","C1AE00097577",576099.328539076,"CR0055741759"
"11009","C1AE00590775",158544.8802018,"CR0029033291"
"11010","C1AE00446745",35039.904944126,"CR0017641102"
"11011","C1AE00028831",10696.4441294385,"CR0081069986"
"11012","C1AE00985722",55841.0992153111,"CR0036265413"
"11013","C1AE00985722",17600.4228686257,"CR0095478549"
"11014","C1AE00985722",27728.3619233121,"CR0076415109"
"11015","C1AE00985722",109752.916634128,"CR0094851372"
"11016","C1AE00985722",279113.707035274,"CR0008133160"
"11017","C1AE00985722",49296.1412152776,"CR0031071257"
"11018","C1AE00914136",13275.744708975,"CR0086327380"
"11019","C1AE00074147",25781.8469560576,"CR0079798492"
"11020","C1AE00141885",38748.9653264796,"CR0028335646"
"11021","C1AE00141885",33822.713541161,"CR0075538497"
"11022","C1AE00051548",375759.643145629,"CR0039772661"
"11023","C1AE00051548",83026.4842152169,"CR0027080421"
"11024","C1AE00727158",17312.1574696431,"CR0052274561"
"11025","C1AE00103875",178153.795749202,"CR0064296127"
"11026","C1AE00601201",60926.4818486835,"CR0001023925"
"11027","C1AE00132657",47357.6006206839,"CR0080548793"
"11028","C1AE00638464",132756.933638998,"CR0005119849"
"11029","C1AE00381022",57210.8734219774,"CR0032642862"
"11030","C1AE00627614",10352.60127884,"CR0039522751"
"11031","C1AE00627614",53689.2268218508,"CR0078013491"
"11032","C1AE00340302",296914.844251363,"CR0045151978"
"11033","C1AE00340302",74618.4625964435,"CR0035949004"
"11034","C1AE00340302",25131.1034443033,"CR0035540007"
"11035","C1AE00340302",34833.9050742231,"CR0072768885"
"11036","C1AE00340302",196669.013943654,"CR0059897931"
"11037","C1AE00777002",157244.145440042,"CR0018184463"
"11038","C1AE00777002",117059.63691956,"CR0064303750"
"11039","C1AE00678786",96263.5098089683,"CR0095349675"
"11040","C1AE00689736",204913.88422385,"CR0041949698"
"11041","C1AE00689736",86061.7055120401,"CR0087253847"
"11042","C1AE00298566",278939.139541543,"CR0069622214"
"11043","C1AE00298566",85047.4258872775,"CR0067315842"
"11044","C1AE00701929",140423.942972341,"CR0032242108"
"11045","C1AE00548377",80139.3005556682,"CR0004091289"
"11046","C1AE00140701",67292.5380967515,"CR0035228695"
"11047","C1AE00140701",35086.9261742448,"CR0059712922"
"11048","C1AE00140701",1118246.09020279,"CR0071934403"
"11049","C1AE00187714",98415.9368675692,"CR0013815056"
"11050","C1AE00470496",39214.0355374765,"CR0034438827"
"11051","C1AE00194939",12188.7093549754,"CR0053098290"
"11052","C1AE00194939",29416.2356947128,"CR0042430573"
"11053","C1AE00194939",38658.8849744076,"CR0054244283"
"11054","C1AE00161240",182575.907919951,"CR0009806256"
"11055","C1AE00161240",92925.5293641567,"CR0068173099"
"11056","C1AE00421843",101941.006033681,"CR0037381652"
"11057","C1AE00421843",52866.2242351676,"CR0023455813"
"11058","C1AE00760349",31543.9266072984,"CR0008271883"
"11059","C1AE00464150",21165.6649463425,"CR0092139413"
"11060","C1AE00464150",38609.7948024417,"CR0074827931"
"11061","C1AE00464150",35242.4914550993,"CR0017623849"
"11062","C1AE00466431",94236.9242712625,"CR0005606998"
"11063","C1AE00907914",694646.454478883,"CR0067638747"
"11064","C1AE00888226",22838.2023407523,"CR0010127366"
"11065","C1AE00888226",110535.207575771,"CR0047511445"
"11066","C1AE00888226",640243.248890798,"CR0025291380"
"11067","C1AE00888226",11846.7117735239,"CR0075778505"
"11068","C1AE00888226",145141.159448501,"CR0064984385"
"11069","C1AE00992289",7582.23117717077,"CR0049021977"
"11070","C1AE00577454",50181.1847922619,"CR0066630843"
"11071","C1AE00522218",24279.7658527812,"CR0050001927"
"11072","C1AE00522218",207871.156040247,"CR0062411934"
"11073","C1AE00245721",30847.5000205402,"CR0021989466"
"11074","C1AE00709950",60125.2625588475,"CR0020737851"
"11075","C1AE00208987",4443.22665985059,"CR0057506697"
"11076","C1AE00842876",254853.570648007,"CR0003059836"
"11077","C1AE00842876",53581.4496551506,"CR0030070588"
"11078","C1AE00842876",22386.8392466392,"CR0010094260"
"11079","C1AE00960135",458132.784701647,"CR0030849563"
"11080","C1AE00960135",25835.8698088446,"CR0066283986"
"11081","C1AE00077643",129585.846203222,"CR0013837114"
"11082","C1AE00077643",57290.4386001813,"CR0038417876"
"11083","C1AE00493237",37840.5957179105,"CR0065919309"
"11084","C1AE00493237",108868.535527504,"CR0075052316"
"11085","C1AE00984894",144098.238788205,"CR0020508509"
"11086","C1AE00325421",122969.66407017,"CR0027581408"
"11087","C1AE00809951",61504.4087319431,"CR0047050322"
"11088","C1AE00809951",204038.975243936,"CR0018098908"
"11089","C1AE00809951",190528.634738986,"CR0063149110"
"11090","C1AE00809951",157367.735174091,"CR0004954717"
"11091","C1AE00719764",73020.7893138019,"CR0034035632"
"11092","C1AE00069989",41788.0787036002,"CR0038590631"
"11093","C1AE00069989",23105.9512311183,"CR0060913525"
"11094","C1AE00942283",7398.09806807102,"CR0097067271"
"11095","C1AE00469582",787980.269840842,"CR0071998449"
"11096","C1AE00095813",5159.62994005621,"CR0082079919"
"11097","C1AE00937186",6827.61669932108,"CR0004538845"
"11098","C1AE00029550",26991.346000401,"CR0037725258"
"11099","C1AE00029550",11807.5779718469,"CR0065026305"
"11100","C1AE00872979",127067.465895684,"CR0088171910"
"11101","C1AE00608586",43551.945816237,"CR0033454968"
"11102","C1AE00772780",33753.365052638,"CR0029816341"
