"","policy_number","inception","expiration"
"74130","C1AE00945018","201208","201308"
"74131","C1AE00464182","201506","201606"
"74132","C1AE00088330","201504","201604"
"74133","C1AE00612033","201301","201401"
"74134","C1AE00452168","201511","201611"
"74135","C1AE00725198","201004","201104"
"74136","C1AE00854774","201601","201701"
"74137","C1AE00644089","200805","200905"
"74138","C1AE00498565","201405","201505"
"74139","C1AE00303460","201307","201407"
"74140","C1AE00753091","200904","201004"
"74141","C1AE00191611","201110","201210"
"74142","C1AE00115439","201610","201710"
"74143","C1AE00211353","201309","201409"
"74144","C1AE00787652","201010","201110"
"74145","C1AE00324347","201108","201208"
"74146","C1AE00846567","201606","201706"
"74147","C1AE00361998","201302","201402"
"74148","C1AE00364035","201208","201308"
"74149","C1AE00960083","201601","201701"
"74150","C1AE00663092","200905","201005"
"74151","C1AE00045794","201103","201203"
"74152","C1AE00156331","201203","201303"
"74153","C1AE00829941","201405","201505"
"74154","C1AE00568089","201208","201308"
"74155","C1AE00057030","201506","201606"
"74156","C1AE00355000","201405","201505"
"74157","C1AE00916305","201206","201306"
"74158","C1AE00988039","201512","201612"
"74159","C1AE00161135","201507","201607"
"74160","C1AE00406748","201101","201201"
"74161","C1AE00679782","201208","201308"
"74162","C1AE00285575","201104","201204"
"74163","C1AE00722182","201206","201306"
"74164","C1AE00213525","201008","201108"
"74165","C1AE00274784","201301","201401"
"74166","C1AE00412236","201509","201609"
"74167","C1AE00702806","201312","201412"
"74168","C1AE00768786","200912","201012"
"74169","C1AE00626284","201502","201602"
"74170","C1AE00493132","201112","201212"
"74171","C1AE00786567","200907","201007"
"74172","C1AE00309170","200708","200808"
"74173","C1AE00055484","200901","201001"
"74174","C1AE00591321","201603","201703"
"74175","C1AE00591971","201611","201711"
"74176","C1AE00421713","201612","201712"
"74177","C1AE00085210","201006","201106"
"74178","C1AE00315474","201012","201112"
"74179","C1AE00440623","201609","201709"
"74180","C1AE00102359","201108","201208"
"74181","C1AE00710090","201211","201311"
"74182","C1AE00393553","201410","201510"
"74183","C1AE00660326","201212","201312"
"74184","C1AE00400398","201001","201101"
"74185","C1AE00978146","201406","201506"
"74186","C1AE00482932","201601","201701"
"74187","C1AE00827633","201202","201302"
"74188","C1AE00687237","201202","201302"
"74189","C1AE00941366","201301","201401"
"74190","C1AE00321210","201309","201409"
"74191","C1AE00615362","201407","201507"
"74192","C1AE00909904","201612","201712"
"74193","C1AE00540080","201001","201101"
"74194","C1AE00870109","201109","201209"
"74195","C1AE00071284","201004","201104"
"74196","C1AE00306924","201402","201502"
"74197","C1AE00449055","200702","200802"
"74198","C1AE00162112","200907","201007"
"74199","C1AE00172058","201012","201112"
"74200","C1AE00440316","201210","201310"
"74201","C1AE00104005","201006","201106"
"74202","C1AE00575607","201509","201609"
"74203","C1AE00174683","201409","201509"
"74204","C1AE00002291","201501","201601"
"74205","C1AE00915248","201011","201111"
"74206","C1AE00508157","201402","201502"
"74207","C1AE00888338","200906","201006"
"74208","C1AE00426348","201302","201402"
"74209","C1AE00100438","201212","201312"
"74210","C1AE00175676","201306","201406"
"74211","C1AE00565209","201511","201611"
"74212","C1AE00618273","200809","200909"
"74213","C1AE00206232","201303","201403"
"74214","C1AE00086265","201102","201202"
"74215","C1AE00011495","201203","201303"
"74216","C1AE00503632","201109","201209"
"74217","C1AE00377468","201403","201503"
"74218","C1AE00158571","201308","201408"
"74219","C1AE00773761","201404","201504"
"74220","C1AE00746838","201207","201307"
"74221","C1AE00185516","201503","201603"
"74222","C1AE00846362","200806","200906"
"74223","C1AE00964221","201305","201405"
"74224","C1AE00900751","201205","201305"
"74225","C1AE00656078","201411","201511"
"74226","C1AE00150563","201206","201306"
"74227","C1AE00309448","200805","200905"
"74228","C1AE00989262","201307","201407"
"74229","C1AE00353176","201512","201612"
"74230","C1AE00124451","201204","201304"
"74231","C1AE00257764","201302","201402"
"74232","C1AE00494193","201004","201104"
"74233","C1AE00242505","201310","201410"
"74234","C1AE00885098","201611","201711"
"74235","C1AE00184444","201602","201702"
"74236","C1AE00457998","201206","201306"
"74237","C1AE00508546","200906","201006"
"74238","C1AE00480463","201607","201707"
"74239","C1AE00056677","201310","201410"
"74240","C1AE00626695","201202","201302"
"74241","C1AE00617765","201101","201201"
"74242","C1AE00294647","201201","201301"
"74243","C1AE00923193","201303","201403"
"74244","C1AE00878062","201010","201110"
"74245","C1AE00192764","200901","201001"
"74246","C1AE00821081","201211","201311"
"74247","C1AE00259172","200708","200808"
"74248","C1AE00856788","201612","201712"
"74249","C1AE00705872","201411","201511"
"74250","C1AE00762514","201308","201408"
"74251","C1AE00576062","201307","201407"
"74252","C1AE00938547","201112","201212"
"74253","C1AE00435013","201506","201606"
"74254","C1AE00375032","201306","201406"
"74255","C1AE00948993","201411","201511"
"74256","C1AE00397464","201108","201208"
"74257","C1AE00536234","201409","201509"
"74258","C1AE00747028","201611","201711"
"74259","C1AE00016595","201504","201604"
"74260","C1AE00101634","201506","201606"
"74261","C1AE00116851","201511","201611"
"74262","C1AE00414931","201410","201510"
"74263","C1AE00909956","201206","201306"
"74264","C1AE00390425","201206","201306"
"74265","C1AE00475719","201510","201610"
"74266","C1AE00609070","200912","201012"
"74267","C1AE00110877","201007","201107"
"74268","C1AE00407866","201606","201706"
"74269","C1AE00466179","201305","201405"
"74270","C1AE00715528","200712","200812"
"74271","C1AE00226127","201612","201712"
"74272","C1AE00517586","201005","201105"
"74273","C1AE00581205","201612","201712"
"74274","C1AE00283023","201010","201110"
"74275","C1AE00272140","201412","201512"
"74276","C1AE00537573","201508","201608"
"74277","C1AE00991858","201009","201109"
"74278","C1AE00032200","201409","201509"
"74279","C1AE00447969","200904","201004"
"74280","C1AE00698142","201509","201609"
"74281","C1AE00859258","201512","201612"
"74282","C1AE00322082","201208","201308"
"74283","C1AE00627134","200912","201012"
"74284","C1AE00126417","201306","201406"
"74285","C1AE00160108","201112","201212"
"74286","C1AE00175117","201203","201303"
"74287","C1AE00145835","201601","201701"
"74288","C1AE00196750","201204","201304"
"74289","C1AE00670378","201203","201303"
"74290","C1AE00810759","200902","201002"
"74291","C1AE00431341","201108","201208"
"74292","C1AE00876883","201605","201705"
"74293","C1AE00114567","201501","201601"
"74294","C1AE00047161","201504","201604"
"74295","C1AE00105927","201106","201206"
"74296","C1AE00029516","201312","201412"
"74297","C1AE00906399","201510","201610"
"74298","C1AE00940883","201305","201405"
"74299","C1AE00097577","201603","201703"
"74300","C1AE00404777","200910","201010"
"74301","C1AE00312320","201412","201512"
"74302","C1AE00160342","201612","201712"
"74303","C1AE00986396","201612","201712"
"74304","C1AE00686499","201508","201608"
"74305","C1AE00796677","201501","201601"
"74306","C1AE00425709","200905","201005"
"74307","C1AE00140659","201404","201504"
"74308","C1AE00131222","201506","201606"
"74309","C1AE00787764","200905","201005"
"74310","C1AE00395389","201507","201607"
"74311","C1AE00441201","201212","201312"
"74312","C1AE00939407","200712","200812"
"74313","C1AE00384864","201408","201508"
"74314","C1AE00251318","201604","201704"
"74315","C1AE00164998","201104","201204"
"74316","C1AE00388859","201205","201305"
"74317","C1AE00735550","201510","201610"
"74318","C1AE00396805","201111","201211"
"74319","C1AE00616474","201511","201611"
"74320","C1AE00572218","200903","201003"
"74321","C1AE00467447","200806","200906"
"74322","C1AE00712484","201205","201305"
"74323","C1AE00872131","201604","201704"
"74324","C1AE00021927","201111","201211"
"74325","C1AE00708724","201108","201208"
"74326","C1AE00912930","201407","201507"
"74327","C1AE00738646","200704","200804"
"74328","C1AE00551290","201607","201707"
"74329","C1AE00243225","201201","201301"
"74330","C1AE00088147","201105","201205"
"74331","C1AE00922160","201212","201312"
"74332","C1AE00774512","201105","201205"
"74333","C1AE00578489","201204","201304"
"74334","C1AE00120864","201410","201510"
"74335","C1AE00576748","201404","201504"
"74336","C1AE00183227","201609","201709"
"74337","C1AE00528422","201509","201609"
"74338","C1AE00148302","200712","200812"
"74339","C1AE00951878","201605","201705"
"74340","C1AE00941028","201606","201706"
"74341","C1AE00709874","201503","201603"
"74342","C1AE00590775","201407","201507"
"74343","C1AE00872294","201611","201711"
"74344","C1AE00454524","201003","201103"
"74345","C1AE00793998","201106","201206"
"74346","C1AE00446745","201506","201606"
"74347","C1AE00380964","201012","201112"
"74348","C1AE00028831","201310","201410"
"74349","C1AE00772726","201206","201306"
"74350","C1AE00513341","201006","201106"
"74351","C1AE00423619","201212","201312"
"74352","C1AE00985722","201108","201208"
"74353","C1AE00128679","201105","201205"
"74354","C1AE00914136","200805","200905"
"74355","C1AE00186312","201204","201304"
"74356","C1AE00589408","201503","201603"
"74357","C1AE00217174","201303","201403"
"74358","C1AE00652154","201005","201105"
"74359","C1AE00839407","201611","201711"
"74360","C1AE00462444","201101","201201"
"74361","C1AE00958785","201206","201306"
"74362","C1AE00074147","201309","201409"
"74363","C1AE00105493","200811","200911"
"74364","C1AE00397990","201311","201411"
"74365","C1AE00864387","201407","201507"
"74366","C1AE00731218","201006","201106"
"74367","C1AE00889615","200906","201006"
"74368","C1AE00302977","200806","200906"
"74369","C1AE00408048","201208","201308"
"74370","C1AE00161348","201102","201202"
"74371","C1AE00900398","201102","201202"
"74372","C1AE00532014","201601","201701"
"74373","C1AE00467848","201609","201709"
"74374","C1AE00413268","201201","201301"
"74375","C1AE00141885","201403","201503"
"74376","C1AE00347320","201411","201511"
"74377","C1AE00741531","201506","201606"
"74378","C1AE00573392","201311","201411"
"74379","C1AE00326922","201303","201403"
"74380","C1AE00552279","200811","200911"
"74381","C1AE00581490","201504","201604"
"74382","C1AE00889054","201405","201505"
"74383","C1AE00845598","201404","201504"
"74384","C1AE00731985","201302","201402"
"74385","C1AE00376358","201002","201102"
"74386","C1AE00301178","201309","201409"
"74387","C1AE00688887","201201","201301"
"74388","C1AE00496819","201207","201307"
"74389","C1AE00005972","201609","201709"
"74390","C1AE00319342","201502","201602"
"74391","C1AE00434169","201507","201607"
"74392","C1AE00967005","201502","201602"
"74393","C1AE00052072","201002","201102"
"74394","C1AE00050274","200907","201007"
"74395","C1AE00750380","201412","201512"
"74396","C1AE00915434","201310","201410"
"74397","C1AE00051548","201307","201407"
"74398","C1AE00043688","201111","201211"
"74399","C1AE00863227","200805","200905"
"74400","C1AE00207321","201409","201509"
"74401","C1AE00219875","201608","201708"
"74402","C1AE00122502","201309","201409"
"74403","C1AE00307082","201508","201608"
"74404","C1AE00354108","201002","201102"
"74405","C1AE00775130","201404","201504"
"74406","C1AE00723464","201507","201607"
"74407","C1AE00065006","201107","201207"
"74408","C1AE00970549","201403","201503"
"74409","C1AE00375827","201401","201501"
"74410","C1AE00679644","201112","201212"
"74411","C1AE00071227","201007","201107"
"74412","C1AE00502653","200909","201009"
"74413","C1AE00255344","200809","200909"
"74414","C1AE00530989","201508","201608"
"74415","C1AE00084479","201504","201604"
"74416","C1AE00253644","201012","201112"
"74417","C1AE00381275","200905","201005"
"74418","C1AE00491383","201106","201206"
"74419","C1AE00785900","201505","201605"
"74420","C1AE00230763","200704","200804"
"74421","C1AE00269566","201110","201210"
"74422","C1AE00358034","201409","201509"
"74423","C1AE00555708","201605","201705"
"74424","C1AE00241919","201210","201310"
"74425","C1AE00852890","201306","201406"
"74426","C1AE00035567","201009","201109"
"74427","C1AE00065371","201506","201606"
"74428","C1AE00755628","200911","201011"
"74429","C1AE00651441","200810","200910"
"74430","C1AE00761444","201509","201609"
"74431","C1AE00727158","201403","201503"
"74432","C1AE00061458","201301","201401"
"74433","C1AE00851700","200904","201004"
"74434","C1AE00335491","200802","200902"
"74435","C1AE00325984","201409","201509"
"74436","C1AE00361140","201304","201404"
"74437","C1AE00769813","201405","201505"
"74438","C1AE00955396","201303","201403"
"74439","C1AE00875176","201609","201709"
"74440","C1AE00053741","201403","201503"
"74441","C1AE00257480","201302","201402"
"74442","C1AE00995135","201110","201210"
"74443","C1AE00557574","201112","201212"
"74444","C1AE00054515","201207","201307"
"74445","C1AE00605009","201001","201101"
"74446","C1AE00024163","201207","201307"
"74447","C1AE00042793","201310","201410"
"74448","C1AE00654683","201109","201209"
"74449","C1AE00875877","201012","201112"
"74450","C1AE00313232","201110","201210"
"74451","C1AE00218879","201211","201311"
"74452","C1AE00077839","200912","201012"
"74453","C1AE00052148","200907","201007"
"74454","C1AE00054643","201601","201701"
"74455","C1AE00239937","201609","201709"
"74456","C1AE00047021","201601","201701"
"74457","C1AE00600053","201009","201109"
"74458","C1AE00211166","201312","201412"
"74459","C1AE00283751","201008","201108"
"74460","C1AE00795988","201011","201111"
"74461","C1AE00088854","201106","201206"
"74462","C1AE00103875","201403","201503"
"74463","C1AE00100042","201402","201502"
"74464","C1AE00601201","201501","201601"
"74465","C1AE00777109","201602","201702"
"74466","C1AE00857329","201602","201702"
"74467","C1AE00904217","200808","200908"
"74468","C1AE00272151","201412","201512"
"74469","C1AE00087162","200909","201009"
"74470","C1AE00709258","200903","201003"
"74471","C1AE00248657","200810","200910"
"74472","C1AE00687401","201009","201109"
"74473","C1AE00132657","201306","201406"
"74474","C1AE00919102","201112","201212"
"74475","C1AE00635405","200911","201011"
"74476","C1AE00717569","201307","201407"
"74477","C1AE00572780","201610","201710"
"74478","C1AE00544392","201002","201102"
"74479","C1AE00092135","201508","201608"
"74480","C1AE00593630","201505","201605"
"74481","C1AE00648386","201307","201407"
"74482","C1AE00815175","201209","201309"
"74483","C1AE00013317","201112","201212"
"74484","C1AE00593456","201206","201306"
"74485","C1AE00076970","201110","201210"
"74486","C1AE00638464","200705","200805"
"74487","C1AE00478937","201203","201303"
"74488","C1AE00800758","200708","200808"
"74489","C1AE00078157","201108","201208"
"74490","C1AE00068519","201504","201604"
"74491","C1AE00627367","201012","201112"
"74492","C1AE00524919","201005","201105"
"74493","C1AE00176481","201404","201504"
"74494","C1AE00554269","201209","201309"
"74495","C1AE00851626","200910","201010"
"74496","C1AE00597157","201310","201410"
"74497","C1AE00338841","201105","201205"
"74498","C1AE00788990","201007","201107"
"74499","C1AE00491457","201402","201502"
"74500","C1AE00435791","201508","201608"
"74501","C1AE00381022","200809","200909"
"74502","C1AE00098485","200907","201007"
"74503","C1AE00984472","201407","201507"
"74504","C1AE00244871","200904","201004"
"74505","C1AE00975295","201604","201704"
"74506","C1AE00194300","201506","201606"
"74507","C1AE00627614","201407","201507"
"74508","C1AE00340302","201203","201303"
"74509","C1AE00967774","201302","201402"
"74510","C1AE00729649","201003","201103"
"74511","C1AE00270139","201112","201212"
"74512","C1AE00071543","201107","201207"
"74513","C1AE00517049","201012","201112"
"74514","C1AE00856048","201206","201306"
"74515","C1AE00949415","200901","201001"
"74516","C1AE00821118","201606","201706"
"74517","C1AE00294016","201204","201304"
"74518","C1AE00138501","201512","201612"
"74519","C1AE00763261","201106","201206"
"74520","C1AE00573362","201312","201412"
"74521","C1AE00419850","201112","201212"
"74522","C1AE00097723","201402","201502"
"74523","C1AE00538038","201608","201708"
"74524","C1AE00624700","201011","201111"
"74525","C1AE00409448","201405","201505"
"74526","C1AE00777002","200904","201004"
"74527","C1AE00678786","201407","201507"
"74528","C1AE00548685","201512","201612"
"74529","C1AE00384149","201004","201104"
"74530","C1AE00883276","201204","201304"
"74531","C1AE00998394","201406","201506"
"74532","C1AE00016308","201010","201110"
"74533","C1AE00318601","201003","201103"
"74534","C1AE00182097","201111","201211"
"74535","C1AE00026779","201004","201104"
"74536","C1AE00132922","201104","201204"
"74537","C1AE00615180","201507","201607"
"74538","C1AE00276691","201601","201701"
"74539","C1AE00787076","201304","201404"
"74540","C1AE00135315","201410","201510"
"74541","C1AE00791178","201206","201306"
"74542","C1AE00809332","201602","201702"
"74543","C1AE00617394","201405","201505"
"74544","C1AE00960749","201009","201109"
"74545","C1AE00943539","201108","201208"
"74546","C1AE00322598","201609","201709"
"74547","C1AE00163900","201410","201510"
"74548","C1AE00440779","201501","201601"
"74549","C1AE00494414","201112","201212"
"74550","C1AE00633747","201604","201704"
"74551","C1AE00154846","201006","201106"
"74552","C1AE00834058","200808","200908"
"74553","C1AE00556221","201504","201604"
"74554","C1AE00931425","201505","201605"
"74555","C1AE00462231","201605","201705"
"74556","C1AE00753777","201403","201503"
"74557","C1AE00689736","201407","201507"
"74558","C1AE00298566","200912","201012"
"74559","C1AE00228408","200808","200908"
"74560","C1AE00808825","201607","201707"
"74561","C1AE00252425","201212","201312"
"74562","C1AE00411473","201512","201612"
"74563","C1AE00024771","200906","201006"
"74564","C1AE00672079","201112","201212"
"74565","C1AE00869431","201108","201208"
"74566","C1AE00769760","201308","201408"
"74567","C1AE00468347","200704","200804"
"74568","C1AE00433373","201406","201506"
"74569","C1AE00267491","201204","201304"
"74570","C1AE00479085","201608","201708"
"74571","C1AE00127059","200909","201009"
"74572","C1AE00733394","201009","201109"
"74573","C1AE00303989","201508","201608"
"74574","C1AE00354436","201205","201305"
"74575","C1AE00529641","201003","201103"
"74576","C1AE00819739","201111","201211"
"74577","C1AE00413308","201603","201703"
"74578","C1AE00914529","201411","201511"
"74579","C1AE00735468","201610","201710"
"74580","C1AE00159394","200906","201006"
"74581","C1AE00302667","201101","201201"
"74582","C1AE00814040","201107","201207"
"74583","C1AE00530150","201403","201503"
"74584","C1AE00977205","201509","201609"
"74585","C1AE00637423","201501","201601"
"74586","C1AE00480885","201205","201305"
"74587","C1AE00226213","200905","201005"
"74588","C1AE00495875","201608","201708"
"74589","C1AE00960550","201310","201410"
"74590","C1AE00546162","201112","201212"
"74591","C1AE00017958","201303","201403"
"74592","C1AE00480492","201308","201408"
"74593","C1AE00321045","201507","201607"
"74594","C1AE00400174","201307","201407"
"74595","C1AE00651508","201111","201211"
"74596","C1AE00205611","201309","201409"
"74597","C1AE00085851","201009","201109"
"74598","C1AE00194055","201312","201412"
"74599","C1AE00054959","201411","201511"
"74600","C1AE00653125","201409","201509"
"74601","C1AE00109223","201207","201307"
"74602","C1AE00945350","200704","200804"
"74603","C1AE00106683","201304","201404"
"74604","C1AE00262699","200910","201010"
"74605","C1AE00154355","201604","201704"
"74606","C1AE00692320","201205","201305"
"74607","C1AE00795120","201605","201705"
"74608","C1AE00969076","201204","201304"
"74609","C1AE00701929","201107","201207"
"74610","C1AE00359576","201601","201701"
"74611","C1AE00358584","201110","201210"
"74612","C1AE00548377","201501","201601"
"74613","C1AE00772442","201003","201103"
"74614","C1AE00361572","201005","201105"
"74615","C1AE00448795","201202","201302"
"74616","C1AE00274362","200903","201003"
"74617","C1AE00414338","201209","201309"
"74618","C1AE00314966","201512","201612"
"74619","C1AE00787676","201103","201203"
"74620","C1AE00459096","201501","201601"
"74621","C1AE00874285","200702","200802"
"74622","C1AE00556924","201104","201204"
"74623","C1AE00793398","201108","201208"
"74624","C1AE00140701","201004","201104"
"74625","C1AE00761979","201401","201501"
"74626","C1AE00456882","201405","201505"
"74627","C1AE00259453","201410","201510"
"74628","C1AE00888555","201212","201312"
"74629","C1AE00034817","201310","201410"
"74630","C1AE00187714","200912","201012"
"74631","C1AE00740870","201512","201612"
"74632","C1AE00985125","201210","201310"
"74633","C1AE00974187","201101","201201"
"74634","C1AE00940467","201207","201307"
"74635","C1AE00048346","201003","201103"
"74636","C1AE00470496","201108","201208"
"74637","C1AE00446183","201403","201503"
"74638","C1AE00608832","201301","201401"
"74639","C1AE00252143","201511","201611"
"74640","C1AE00494519","201112","201212"
"74641","C1AE00017315","201301","201401"
"74642","C1AE00591853","201603","201703"
"74643","C1AE00848695","201112","201212"
"74644","C1AE00095564","201403","201503"
"74645","C1AE00889643","200810","200910"
"74646","C1AE00853044","201405","201505"
"74647","C1AE00597096","201604","201704"
"74648","C1AE00288647","201304","201404"
"74649","C1AE00457220","201406","201506"
"74650","C1AE00504656","201304","201404"
"74651","C1AE00179751","201511","201611"
"74652","C1AE00291403","201208","201308"
"74653","C1AE00253667","201204","201304"
"74654","C1AE00586654","201508","201608"
"74655","C1AE00885520","201005","201105"
"74656","C1AE00205922","201502","201602"
"74657","C1AE00362280","201207","201307"
"74658","C1AE00799535","201012","201112"
"74659","C1AE00084146","201009","201109"
"74660","C1AE00063859","201204","201304"
"74661","C1AE00218746","201003","201103"
"74662","C1AE00194939","201403","201503"
"74663","C1AE00738572","201510","201610"
"74664","C1AE00161240","201002","201102"
"74665","C1AE00608819","201606","201706"
"74666","C1AE00970744","201603","201703"
"74667","C1AE00678868","201206","201306"
"74668","C1AE00218040","201307","201407"
"74669","C1AE00421843","201509","201609"
"74670","C1AE00945843","201010","201110"
"74671","C1AE00760349","201302","201402"
"74672","C1AE00502060","201409","201509"
"74673","C1AE00451861","201402","201502"
"74674","C1AE00523868","201305","201405"
"74675","C1AE00493377","201510","201610"
"74676","C1AE00773251","201306","201406"
"74677","C1AE00145762","201312","201412"
"74678","C1AE00318736","201505","201605"
"74679","C1AE00464150","201111","201211"
"74680","C1AE00908981","201406","201506"
"74681","C1AE00740771","201403","201503"
"74682","C1AE00474785","201407","201507"
"74683","C1AE00597256","201409","201509"
"74684","C1AE00577220","201008","201108"
"74685","C1AE00643677","201506","201606"
"74686","C1AE00837178","201110","201210"
"74687","C1AE00255608","201603","201703"
"74688","C1AE00859485","200912","201012"
"74689","C1AE00633855","201404","201504"
"74690","C1AE00718373","200809","200909"
"74691","C1AE00653626","201609","201709"
"74692","C1AE00198947","201010","201110"
"74693","C1AE00735559","201106","201206"
"74694","C1AE00802591","201311","201411"
"74695","C1AE00173362","201203","201303"
"74696","C1AE00342981","201405","201505"
"74697","C1AE00466431","201011","201111"
"74698","C1AE00682876","201311","201411"
"74699","C1AE00898251","201304","201404"
"74700","C1AE00264515","201511","201611"
"74701","C1AE00742344","201301","201401"
"74702","C1AE00012651","201609","201709"
"74703","C1AE00378442","201602","201702"
"74704","C1AE00579118","201508","201608"
"74705","C1AE00907914","201609","201709"
"74706","C1AE00179204","201403","201503"
"74707","C1AE00793630","201503","201603"
"74708","C1AE00888226","201202","201302"
"74709","C1AE00370941","201212","201312"
"74710","C1AE00103938","201403","201503"
"74711","C1AE00885302","201303","201403"
"74712","C1AE00666815","201507","201607"
"74713","C1AE00057479","201003","201103"
"74714","C1AE00421958","201006","201106"
"74715","C1AE00649637","201206","201306"
"74716","C1AE00132462","201505","201605"
"74717","C1AE00954500","201606","201706"
"74718","C1AE00713543","200709","200809"
"74719","C1AE00682128","201309","201409"
"74720","C1AE00530143","201412","201512"
"74721","C1AE00010195","201407","201507"
"74722","C1AE00027727","201202","201302"
"74723","C1AE00979255","201208","201308"
"74724","C1AE00525291","201509","201609"
"74725","C1AE00105184","201401","201501"
"74726","C1AE00891093","201109","201209"
"74727","C1AE00992289","200812","200912"
"74728","C1AE00438690","201301","201401"
"74729","C1AE00505500","201104","201204"
"74730","C1AE00848036","201402","201502"
"74731","C1AE00014363","201207","201307"
"74732","C1AE00628146","201507","201607"
"74733","C1AE00720259","201607","201707"
"74734","C1AE00023781","201407","201507"
"74735","C1AE00112752","200910","201010"
"74736","C1AE00577454","201307","201407"
"74737","C1AE00155222","201305","201405"
"74738","C1AE00935325","200909","201009"
"74739","C1AE00222880","201111","201211"
"74740","C1AE00867165","201304","201404"
"74741","C1AE00766789","201105","201205"
"74742","C1AE00694441","201208","201308"
"74743","C1AE00124344","201310","201410"
"74744","C1AE00170965","201209","201309"
"74745","C1AE00679308","201402","201502"
"74746","C1AE00090014","201212","201312"
"74747","C1AE00365905","201006","201106"
"74748","C1AE00960053","201201","201301"
"74749","C1AE00522218","201102","201202"
"74750","C1AE00252435","201109","201209"
"74751","C1AE00245721","201401","201501"
"74752","C1AE00669228","201308","201408"
"74753","C1AE00261409","201506","201606"
"74754","C1AE00825539","201108","201208"
"74755","C1AE00575269","200812","200912"
"74756","C1AE00400647","201001","201101"
"74757","C1AE00545901","201410","201510"
"74758","C1AE00138761","201503","201603"
"74759","C1AE00398075","201312","201412"
"74760","C1AE00519420","201601","201701"
"74761","C1AE00547532","200910","201010"
"74762","C1AE00426671","201205","201305"
"74763","C1AE00164619","201106","201206"
"74764","C1AE00451826","201203","201303"
"74765","C1AE00069612","201304","201404"
"74766","C1AE00709950","200805","200905"
"74767","C1AE00208987","200809","200909"
"74768","C1AE00687093","201605","201705"
"74769","C1AE00659219","201211","201311"
"74770","C1AE00196982","201611","201711"
"74771","C1AE00017892","201103","201203"
"74772","C1AE00093542","201106","201206"
"74773","C1AE00110865","201505","201605"
"74774","C1AE00190404","201006","201106"
"74775","C1AE00411717","201312","201412"
"74776","C1AE00431765","200707","200807"
"74777","C1AE00975533","201604","201704"
"74778","C1AE00501955","201510","201610"
"74779","C1AE00212587","201310","201410"
"74780","C1AE00839465","200911","201011"
"74781","C1AE00674648","201002","201102"
"74782","C1AE00190503","200808","200908"
"74783","C1AE00888180","201403","201503"
"74784","C1AE00815471","201412","201512"
"74785","C1AE00030057","200905","201005"
"74786","C1AE00231845","201301","201401"
"74787","C1AE00142842","200905","201005"
"74788","C1AE00100430","201510","201610"
"74789","C1AE00497299","201401","201501"
"74790","C1AE00113559","201605","201705"
"74791","C1AE00842876","201006","201106"
"74792","C1AE00059206","201009","201109"
"74793","C1AE00495285","201110","201210"
"74794","C1AE00824622","200905","201005"
"74795","C1AE00354375","200910","201010"
"74796","C1AE00121054","201302","201402"
"74797","C1AE00306647","201603","201703"
"74798","C1AE00168997","201111","201211"
"74799","C1AE00947016","201306","201406"
"74800","C1AE00672769","200804","200904"
"74801","C1AE00372784","201106","201206"
"74802","C1AE00480903","201209","201309"
"74803","C1AE00960135","200810","200910"
"74804","C1AE00830626","201407","201507"
"74805","C1AE00756786","201112","201212"
"74806","C1AE00942825","201206","201306"
"74807","C1AE00763958","201504","201604"
"74808","C1AE00077643","201601","201701"
"74809","C1AE00452706","201612","201712"
"74810","C1AE00629879","201605","201705"
"74811","C1AE00787040","200910","201010"
"74812","C1AE00795609","201603","201703"
"74813","C1AE00399762","201001","201101"
"74814","C1AE00301194","201408","201508"
"74815","C1AE00525882","201009","201109"
"74816","C1AE00638802","201512","201612"
"74817","C1AE00167425","201001","201101"
"74818","C1AE00753099","201409","201509"
"74819","C1AE00799549","200909","201009"
"74820","C1AE00000346","201512","201612"
"74821","C1AE00462531","201607","201707"
"74822","C1AE00803737","200803","200903"
"74823","C1AE00099323","201111","201211"
"74824","C1AE00493237","200902","201002"
"74825","C1AE00598771","201512","201612"
"74826","C1AE00332351","201112","201212"
"74827","C1AE00588879","201509","201609"
"74828","C1AE00671922","200702","200802"
"74829","C1AE00385601","201510","201610"
"74830","C1AE00187501","201506","201606"
"74831","C1AE00056338","201011","201111"
"74832","C1AE00975032","201302","201402"
"74833","C1AE00042940","201106","201206"
"74834","C1AE00982767","201411","201511"
"74835","C1AE00396375","201205","201305"
"74836","C1AE00984894","200805","200905"
"74837","C1AE00870458","201102","201202"
"74838","C1AE00005482","201211","201311"
"74839","C1AE00576999","201205","201305"
"74840","C1AE00775040","201102","201202"
"74841","C1AE00869484","201210","201310"
"74842","C1AE00142450","201602","201702"
"74843","C1AE00325421","201002","201102"
"74844","C1AE00587306","201101","201201"
"74845","C1AE00480931","200908","201008"
"74846","C1AE00809951","201304","201404"
"74847","C1AE00899069","201210","201310"
"74848","C1AE00886531","201306","201406"
"74849","C1AE00719764","201403","201503"
"74850","C1AE00059080","201203","201303"
"74851","C1AE00792396","201411","201511"
"74852","C1AE00056088","201307","201407"
"74853","C1AE00605268","201409","201509"
"74854","C1AE00606157","201007","201107"
"74855","C1AE00570583","201411","201511"
"74856","C1AE00218465","201406","201506"
"74857","C1AE00806719","201203","201303"
"74858","C1AE00074320","201202","201302"
"74859","C1AE00614296","201202","201302"
"74860","C1AE00609001","201304","201404"
"74861","C1AE00233822","201302","201402"
"74862","C1AE00321833","201003","201103"
"74863","C1AE00816445","201307","201407"
"74864","C1AE00182124","201310","201410"
"74865","C1AE00689424","200809","200909"
